ym,revenue,n_orders,def_id,anchor,source,freight,voucher,status,aov
2018-02,875514.1899999996,5850,delivered|payments|incl|ex_canceled_unavail,delivered,payments,n/a,incl,ex_canceled_unavail,149.66054529914524
2017-08,627367.1900000024,4302,delivered|payments|incl|ex_canceled_unavail,delivered,payments,n/a,incl,ex_canceled_unavail,145.83151789865235
2017-07,531271.7100000023,3455,delivered|payments|incl|ex_canceled_unavail,delivered,payments,n/a,incl,ex_canceled_unavail,153.76894645441456
2017-10,759903.9800000003,4494,delivered|payments|incl|ex_canceled_unavail,delivered,payments,n/a,incl,ex_canceled_unavail,169.0930084557188
2017-06,502197.97000000346,3223,delivered|payments|incl|ex_canceled_unavail,delivered,payments,n/a,incl,ex_canceled_unavail,155.81693143034548
2017-05,600917.7600000028,3751,delivered|payments|incl|ex_canceled_unavail,delivered,payments,n/a,incl,ex_canceled_unavail,160.20201546254407
2018-09,12875.18,56,delivered|payments|incl|ex_canceled_unavail,delivered,payments,n/a,incl,ex_canceled_unavail,229.91392857142858
2018-10,347.95,3,delivered|payments|incl|ex_canceled_unavail,delivered,payments,n/a,incl,ex_canceled_unavail,115.98333333333333
2018-06,1149610.259999992,6829,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,168.34240152291582
2017-02,222961.69999999972,1351,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,165.03456698741653
2018-07,925116.9599999979,5839,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,158.4375680767251
2018-05,1148480.489999997,7111,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,161.5075924623818
2018-03,1023512.6799999992,6824,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,149.9872039859319
2018-01,966707.5000000024,6597,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,146.5374412611797
2018-04,1272597.2999999898,7850,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,162.1143057324828
2018-08,1323721.5600000026,8314,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,159.2159682463318
2017-04,299341.18999999965,1849,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,161.8935586803676
2017-12,1085491.930000001,7205,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,150.65814434420557
2017-03,378312.0399999995,2382,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,158.82117548278737
2017-01,37388.94999999999,283,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,132.1164310954063
2016-10,34185.899999999994,205,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,166.760487804878
2016-11,10721.05,58,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,184.8456896551724
2016-12,960.85,4,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,240.2125
2017-11,737967.0899999989,4670,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,158.02293147751584
2017-09,653623.5400000007,3965,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,164.84830769230788
2018-02,851023.9300000002,5850,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,145.4741760683761
2017-08,610327.7700000022,4302,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,141.87070432357095
2017-07,515992.56000000203,3455,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,149.3466164978298
2017-10,742369.190000001,4494,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,165.1911860258124
2017-06,488669.4500000034,3223,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,151.619438411419
2017-05,585762.6400000026,3751,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,156.16172753932352
2018-09,12875.18,56,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,229.91392857142858
2018-10,347.95,3,delivered|payments|excl|ex_canceled_unavail,delivered,payments,n/a,excl,ex_canceled_unavail,115.98333333333333
2018-06,1171634.0099999902,6829,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,171.5674344706385
2017-02,228077.4099999997,1351,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,168.82117690599534
2018-07,947873.6299999977,5839,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,162.33492550094155
2018-05,1170826.6799999964,7111,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,164.65007453241407
2018-03,1043984.0099999992,6824,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,152.98710580304794
2018-01,993541.4200000019,6597,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,150.6050356222528
2018-04,1300846.0199999881,7850,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,165.7128687898074
2018-08,1347360.600000003,8314,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,162.05924945874463
2017-04,307684.27999999985,1849,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,166.4057760951865
2017-12,1103411.3600000034,7205,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,153.14522692574647
2017-03,387208.4399999997,2382,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,162.55602015113337
2017-01,38697.019999999975,283,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,136.73858657243807
2016-10,34310.74,205,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,167.36946341463414
2016-11,11382.149999999998,58,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,196.24396551724135
2016-12,960.85,4,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,240.2125
2017-11,755551.3499999983,4670,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,161.78829764453926
2017-09,670118.3600000005,3965,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,169.00841361916784
2018-02,875446.0099999998,5850,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,149.64889059829056
2017-08,627308.6200000023,4302,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,145.81790330079087
2017-07,531115.5800000024,3455,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,153.7237568740962
2017-10,759839.3500000004,4494,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,169.07862705830004
2017-06,502044.5500000035,3223,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,155.76932981694182
2017-05,600639.1600000027,3751,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,160.1277419354846
2018-09,12875.18,56,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,229.91392857142858
2018-10,347.95,3,delivered|items|incl|delivered_only,delivered,items,incl,n/a,delivered_only,115.98333333333333
2017-11,651457.5200000119,4670,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,139.49839828694044
2017-09,580268.360000011,3965,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,146.3476317780608
2018-02,749970.5600000222,5850,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,128.2000957264995
2017-08,535529.9300000075,4302,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,124.48394467689621
2017-07,455000.9900000046,3455,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,131.6934848046323
2017-10,657565.2700000126,4494,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,146.32070983533882
2017-06,430779.580000004,3223,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,133.65795221843126
2017-05,520141.4500000065,3751,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,138.66740869101744
2018-09,11469.039999999995,56,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,204.80428571428564
2018-10,275.4,3,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,91.8
2018-06,1003232.4400000237,6829,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,146.9076643725324
2017-02,198909.2899999979,1351,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,147.23115470022051
2018-07,796428.8500000181,5839,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,136.39815893132698
2018-05,1008601.5600000254,7111,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,141.8368105751688
2018-03,892100.1100000254,6824,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,130.7297933763226
2018-01,851118.1200000233,6597,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,129.01593451569246
2018-04,1111972.4800000158,7850,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,141.65254522293196
2018-08,1141791.540000007,8314,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,137.33359874909874
2017-04,268687.2299999962,1849,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,145.314889129257
2017-12,944992.9000000241,7205,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,131.1579319916758
2017-03,335886.2099999984,2382,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,141.01016372795902
2017-01,33599.1200000001,283,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,118.72480565371059
2016-10,29874.440000000086,205,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,145.7289756097565
2016-11,9837.679999999995,58,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,169.615172413793
2016-12,758.86,4,delivered|items|excl|delivered_only,delivered,items,excl,n/a,delivered_only,189.715
2018-06,1171086.6699999906,6829,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,171.48728510762786
2017-02,228152.24999999974,1351,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,168.87657290895615
2018-07,948000.6399999978,5839,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,162.35667751327244
2018-05,1170501.1399999964,7111,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,164.60429475460504
2018-03,1043754.6099999993,6824,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,152.95348915592018
2018-01,993588.7400000021,6597,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,150.61220857965773
2018-04,1300791.6699999885,7850,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,165.70594522292848
2018-08,1347216.730000003,8314,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,162.04194491219667
2017-04,307722.83999999985,1849,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,166.42663061114106
2017-12,1102232.6200000027,7205,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,152.98162664816138
2017-03,387275.31999999966,2382,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,162.58409739714511
2017-01,38708.62999999998,283,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,136.77961130742042
2016-10,34438.409999999996,205,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,167.99224390243901
2016-11,11187.069999999998,58,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,192.88051724137927
2016-12,960.85,4,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,240.2125
2017-11,754862.9599999982,4670,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,161.64089079229083
2017-09,670205.7700000005,3965,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,169.03045901639356
2018-02,875514.1899999996,5850,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,149.66054529914524
2017-08,627367.1900000024,4302,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,145.83151789865235
2017-07,531271.7100000023,3455,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,153.76894645441456
2017-10,759903.9800000003,4494,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,169.0930084557188
2017-06,502197.97000000346,3223,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,155.81693143034548
2017-05,600917.7600000028,3751,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,160.20201546254407
2018-09,12875.18,56,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,229.91392857142858
2018-10,347.95,3,delivered|payments|incl|delivered_only,delivered,payments,n/a,incl,delivered_only,115.98333333333333
2018-06,1149610.259999992,6829,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,168.34240152291582
2017-02,222961.69999999972,1351,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,165.03456698741653
2018-07,925116.9599999979,5839,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,158.4375680767251
2018-05,1148480.489999997,7111,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,161.5075924623818
2018-03,1023512.6799999992,6824,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,149.9872039859319
2018-01,966707.5000000024,6597,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,146.5374412611797
2018-04,1272597.2999999898,7850,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,162.1143057324828
2018-08,1323721.5600000026,8314,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,159.2159682463318
2017-04,299341.18999999965,1849,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,161.8935586803676
2017-12,1085491.930000001,7205,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,150.65814434420557
2017-03,378312.0399999995,2382,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,158.82117548278737
2017-01,37388.94999999999,283,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,132.1164310954063
2016-10,34185.899999999994,205,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,166.760487804878
2016-11,10721.05,58,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,184.8456896551724
2016-12,960.85,4,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,240.2125
2017-11,737967.0899999989,4670,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,158.02293147751584
2017-09,653623.5400000007,3965,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,164.84830769230788
2018-02,851023.9300000002,5850,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,145.4741760683761
2017-08,610327.7700000022,4302,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,141.87070432357095
2017-07,515992.56000000203,3455,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,149.3466164978298
2017-10,742369.190000001,4494,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,165.1911860258124
2017-06,488669.4500000034,3223,delivered|payments|excl|delivered_only,delivered,payments,n/a,excl,delivered_only,151.619438411419
